# scene_asset_ref.txt - 场景资产源引用清单
# 由 merge_new_assets.py 自动生成, 更新时间: 2026-09-22 15:39:44
# 格式: 资产路径 | 类别 | 尺寸 | 调整建议

# 1. 地面/地形 (ground) - 共 24 个

/Game/PolyHaven/Celandine/Celandine_1k.Celandine_1k | 地面/地形 | 223.9 x 30.7 x 18.6 | 可直接使用
/Game/RuralHouse/House/Materials/MI_HouseFloor.MI_HouseFloor | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/House/Materials/MI_HouseFrontDoor_A.MI_HouseFrontDoor_A | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/House/Materials/MI_HouseFrontDoor_B.MI_HouseFrontDoor_B | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/House/Materials/MI_HouseIntCeiling.MI_HouseIntCeiling | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/House/Materials/MI_HouseIntWall.MI_HouseIntWall | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/House/Materials/MI_HouseRoof.MI_HouseRoof | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/House/Materials/MI_House_WindowFrame.MI_House_WindowFrame | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/House/Materials/MI_PaintedWood_A.MI_PaintedWood_A | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/House/Materials/MI_PaintedWood_B.MI_PaintedWood_B | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/House/Materials/MI_WallSiding_A.MI_WallSiding_A | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/House/Textures/MSK_BlendMask_A.MSK_BlendMask_A | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_BackDoor_White_ALB.TX_BackDoor_White_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_BackDoor_White_NRM.TX_BackDoor_White_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_BackDoor_White_RMA.TX_BackDoor_White_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_FrontDoor_White_ALB.TX_FrontDoor_White_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_FrontDoor_White_NRM.TX_FrontDoor_White_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_FrontDoor_White_RMA.TX_FrontDoor_White_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_GenericMetal_ALB.TX_GenericMetal_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_GenericMetal_NRM.TX_GenericMetal_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_GenericMetal_RMA.TX_GenericMetal_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseBackDoor_A_ALB.TX_HouseBackDoor_A_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseBackDoor_A_NRM.TX_HouseBackDoor_A_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseBackDoor_A_RMA.TX_HouseBackDoor_A_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseBase_A_ALB.TX_HouseBase_A_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseBase_A_NRM.TX_HouseBase_A_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseBase_A_RMA.TX_HouseBase_A_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseBase_B_ALB.TX_HouseBase_B_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseBase_B_NRM.TX_HouseBase_B_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseBase_B_RMA.TX_HouseBase_B_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseFloor_ALB.TX_HouseFloor_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseFloor_NRM.TX_HouseFloor_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseFloor_RMA.TX_HouseFloor_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseFrontDoor_A_ALB.TX_HouseFrontDoor_A_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseFrontDoor_A_NRM.TX_HouseFrontDoor_A_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseFrontDoor_A_RMA.TX_HouseFrontDoor_A_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseIntWall_ALB.TX_HouseIntWall_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseIntWall_NRM.TX_HouseIntWall_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseIntWall_RMA.TX_HouseIntWall_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_HouseWindowFrame_ALB.TX_HouseWindowFrame_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_OldWood_ALB.TX_OldWood_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_OldWood_NRM.TX_OldWood_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_PaintedWood_ALB.TX_PaintedWood_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_PaintedWood_A_ALB.TX_PaintedWood_A_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_PaintedWood_A_NRM.TX_PaintedWood_A_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_PaintedWood_A_RMA.TX_PaintedWood_A_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_PaintedWood_NRM.TX_PaintedWood_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_PaintedWood_RMA.TX_PaintedWood_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_Roof_ALB.TX_Roof_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_Roof_NRM.TX_Roof_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_Roof_RMA.TX_Roof_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_WindowGlass_ALB.TX_WindowGlass_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/House/Textures/TX_WindowGlass_RMA.TX_WindowGlass_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Landscape/MI_Landscape.MI_Landscape | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Landscape/Textures/TX_ForestGround_ALB.TX_ForestGround_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Landscape/Textures/TX_ForestGround_NRM.TX_ForestGround_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Landscape/Textures/TX_ForestGround_RMA.TX_ForestGround_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Landscape/Textures/TX_Gravel_ALB.TX_Gravel_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Landscape/Textures/TX_Gravel_NRM.TX_Gravel_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Landscape/Textures/TX_Gravel_RMA.TX_Gravel_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Landscape/Textures/TX_MudGround_ALB.TX_MudGround_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Landscape/Textures/TX_MudGround_NRM.TX_MudGround_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Landscape/Textures/TX_MudGround_RMA.TX_MudGround_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Landscape/Textures/TX_Snow_ALB.TX_Snow_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Landscape/Textures/TX_Snow_NRM.TX_Snow_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Landscape/Textures/TX_Snow_RMA.TX_Snow_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Landscape/Textures/TX_TrailSoil_ALB.TX_TrailSoil_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Landscape/Textures/TX_TrailSoil_NRM.TX_TrailSoil_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Landscape/Textures/TX_TrailSoil_RMA.TX_TrailSoil_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Maps/DemoMap.DemoMap | 建筑房屋 | World | -
/Game/RuralHouse/Maps/OverviewMap.OverviewMap | 建筑房屋 | World | -
/Game/RuralHouse/MasterMaterials/MM_BaseEdgeBlend.MM_BaseEdgeBlend | 建筑房屋 | Material | -
/Game/RuralHouse/MasterMaterials/MM_BaseGlass.MM_BaseGlass | 建筑房屋 | Material | -
/Game/RuralHouse/MasterMaterials/MM_BaseMaskBlend.MM_BaseMaskBlend | 建筑房屋 | Material | -
/Game/RuralHouse/MasterMaterials/MM_BaseRMA.MM_BaseRMA | 建筑房屋 | Material | -
/Game/RuralHouse/MasterMaterials/MM_BaseTriplanarBlend.MM_BaseTriplanarBlend | 建筑房屋 | Material | -
/Game/RuralHouse/MasterMaterials/MM_FirNeedles.MM_FirNeedles | 建筑房屋 | Material | -
/Game/RuralHouse/MasterMaterials/MM_GroundAssets.MM_GroundAssets | 建筑房屋 | Material | -
/Game/RuralHouse/MasterMaterials/MM_LandscapeBase.MM_LandscapeBase | 建筑房屋 | Material | -
/Game/RuralHouse/MasterMaterials/MM_RoadBase.MM_RoadBase | 建筑房屋 | Material | -
/Game/RuralHouse/MasterMaterials/MatFunctions/MF_AOMultiplier.MF_AOMultiplier | 建筑房屋 | MaterialFunction | -
/Game/RuralHouse/MasterMaterials/MatFunctions/MF_ColorCorrection.MF_ColorCorrection | 建筑房屋 | MaterialFunction | -
/Game/RuralHouse/MasterMaterials/MatFunctions/MF_Fuzz.MF_Fuzz | 建筑房屋 | MaterialFunction | -
/Game/RuralHouse/MasterMaterials/MatFunctions/MF_MossAlpha.MF_MossAlpha | 建筑房屋 | MaterialFunction | -
/Game/RuralHouse/MasterMaterials/MatFunctions/MF_SlopeAlpha.MF_SlopeAlpha | 建筑房屋 | MaterialFunction | -
/Game/RuralHouse/PCG/PCG_ForestSpline_Flat.PCG_ForestSpline_Flat | 建筑房屋 | PCGGraph | -
/Game/RuralHouse/Props/Materials/MI_AirConditioner.MI_AirConditioner | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_Barrel.MI_Barrel | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_BeerBottleAshtray.MI_BeerBottleAshtray | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_BeerKeg.MI_BeerKeg | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_DieselGenerator.MI_DieselGenerator | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_ElectricBox.MI_ElectricBox | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_Fridge.MI_Fridge | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_HouseElectric.MI_HouseElectric | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_Lamp.MI_Lamp | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_LawnChair.MI_LawnChair | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_LawnTable.MI_LawnTable | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_Pan.MI_Pan | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_PlasticBucket.MI_PlasticBucket | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_PlateCup.MI_PlateCup | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_Plywood_A.MI_Plywood_A | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_Plywood_B.MI_Plywood_B | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_PortableGasStove.MI_PortableGasStove | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_PowerPole.MI_PowerPole | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_RoadSigns.MI_RoadSigns | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_Sofa.MI_Sofa | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_SteelBucket.MI_SteelBucket | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_Tire.MI_Tire | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_TrayBowl.MI_TrayBowl | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_WaterCanister.MI_WaterCanister | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_WaterTank.MI_WaterTank | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_Wires.MI_Wires | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_WoodenPallet.MI_WoodenPallet | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MI_WoodenShelf_A.MI_WoodenShelf_A | 建筑房屋 | MaterialInstanceConstant | -
/Game/RuralHouse/Props/Materials/MM_PropsBase.MM_PropsBase | 建筑房屋 | Material | -
/Game/RuralHouse/Props/Materials/M_DieselGenerator_Glass.M_DieselGenerator_Glass | 建筑房屋 | Material | -
/Game/RuralHouse/Props/Materials/M_PowerCable.M_PowerCable | 建筑房屋 | Material | -
/Game/RuralHouse/Props/Textures/TX_AirConditioner_ALB.TX_AirConditioner_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_AirConditioner_NRM.TX_AirConditioner_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_AirConditioner_RMA.TX_AirConditioner_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Barrel_ALB.TX_Barrel_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Barrel_NRM.TX_Barrel_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Barrel_RMA.TX_Barrel_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_BeerBottleAshtray_ALB.TX_BeerBottleAshtray_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_BeerBottleAshtray_NRM.TX_BeerBottleAshtray_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_BeerBottleAshtray_RMA.TX_BeerBottleAshtray_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_BeerKeg_ALB.TX_BeerKeg_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_BeerKeg_NRM.TX_BeerKeg_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_BeerKeg_RMA.TX_BeerKeg_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_DieselGenerator_ALB.TX_DieselGenerator_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_DieselGenerator_NRM.TX_DieselGenerator_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_DieselGenerator_RMA.TX_DieselGenerator_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_ElectricBox_ALB.TX_ElectricBox_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_ElectricBox_NRM.TX_ElectricBox_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_ElectricBox_RMA.TX_ElectricBox_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Electric_ALB.TX_Electric_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Electric_NRM.TX_Electric_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Electric_RMA.TX_Electric_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Fridge_ALB.TX_Fridge_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Fridge_NRM.TX_Fridge_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Fridge_RMA.TX_Fridge_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Lamp_ALB.TX_Lamp_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Lamp_NRM.TX_Lamp_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Lamp_RMA.TX_Lamp_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_LawnChair_ALB.TX_LawnChair_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_LawnChair_NRM.TX_LawnChair_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_LawnChair_RMA.TX_LawnChair_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_LawnTable_ALB.TX_LawnTable_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_LawnTable_NRM.TX_LawnTable_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_LawnTable_RMA.TX_LawnTable_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Pan_ALB.TX_Pan_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Pan_NRM.TX_Pan_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Pan_RMA.TX_Pan_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_PlasticBucket_ALB.TX_PlasticBucket_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_PlasticBucket_NRM.TX_PlasticBucket_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_PlasticBucket_RMA.TX_PlasticBucket_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_PlateCup_ALB.TX_PlateCup_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_PlateCup_NRM.TX_PlateCup_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_PlateCup_RMA.TX_PlateCup_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Plywood_A_ALB.TX_Plywood_A_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Plywood_A_NRM.TX_Plywood_A_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Plywood_A_RMA.TX_Plywood_A_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Plywood_B_ALB.TX_Plywood_B_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Plywood_B_NRM.TX_Plywood_B_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Plywood_B_RMA.TX_Plywood_B_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_PortableGasStove_ALB.TX_PortableGasStove_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_PortableGasStove_NRM.TX_PortableGasStove_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_PortableGasStove_RMA.TX_PortableGasStove_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_PowerPole_ALB.TX_PowerPole_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_PowerPole_NRM.TX_PowerPole_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_PowerPole_ORM.TX_PowerPole_ORM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_RoadSign_ALB.TX_RoadSign_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_RoadSign_NRM.TX_RoadSign_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_RoadSign_ORM.TX_RoadSign_ORM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Sofa_ALB.TX_Sofa_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Sofa_NRM.TX_Sofa_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Sofa_RMA.TX_Sofa_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_SteelBucket_ALB.TX_SteelBucket_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_SteelBucket_NRM.TX_SteelBucket_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_SteelBucket_RMA.TX_SteelBucket_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Tire_ALB.TX_Tire_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Tire_NRM.TX_Tire_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Tire_RMA.TX_Tire_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_TrayBowl_ALB.TX_TrayBowl_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_TrayBowl_NRM.TX_TrayBowl_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_TrayBowl_RMA.TX_TrayBowl_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_WaterCanister_ALB.TX_WaterCanister_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_WaterCanister_NRM.TX_WaterCanister_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_WaterCanister_RMA.TX_WaterCanister_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_WaterTank_ALB.TX_WaterTank_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_WaterTank_NRM.TX_WaterTank_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_WaterTank_RMA.TX_WaterTank_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Wires_ALB.TX_Wires_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Wires_NRM.TX_Wires_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_Wires_RMA.TX_Wires_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_WoodenPallet_ALB.TX_WoodenPallet_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_WoodenPallet_NRM.TX_WoodenPallet_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_WoodenPallet_RMA.TX_WoodenPallet_RMA | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_WoodenShelf_A_ALB.TX_WoodenShelf_A_ALB | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_WoodenShelf_A_NRM.TX_WoodenShelf_A_NRM | 建筑房屋 | Texture2D | -
/Game/RuralHouse/Props/Textures/TX_WoodenShelf_A_RMA.TX_WoodenShelf_A_RMA | 建筑房屋 | Texture2D | -
/Game/Rural_Cabins2.Rural_Cabins2 | 建筑房屋 | World | -
/Game/hourse/Imported/traditional_house_designing/traditional_house_designing/Materials/material_0.material_0 | 建筑房屋 | MaterialInstanceConstant | -
/Game/hourse/Imported/traditional_house_designing/traditional_house_designing/Textures/traditional_house_designing_texture_0.traditional_house_designing_texture_0 | 建筑房屋 | Texture2D | -
/Game/hourse/Imported/traditional_house_designing/traditional_house_designing/Textures/traditional_house_designing_texture_1.traditional_house_designing_texture_1 | 建筑房屋 | Texture2D | -
/Game/hourse/Imported/traditional_house_designing/traditional_house_designing/Textures/traditional_house_designing_texture_2.traditional_house_designing_texture_2 | 建筑房屋 | Texture2D | -
/Game/hourse/ResidentialImport_RuralBrick.ResidentialImport_RuralBrick | 建筑房屋 | World | -
/Game/hourse/ResidentialImport_RuralBrick.ResidentialImport_RuralBrick:PersistentLevel.WorldDataLayers | 建筑房屋 | WorldDataLayers | -
/Game/hourse/ResidentialImport_RuralBrick.ResidentialImport_RuralBrick:PersistentLevel.WorldPartitionMiniMap_UAID_24B2B995CEE650F302_2040145183 | 建筑房屋 | WorldPartitionMiniMap | -
/Game/hourse/ResidentialImport_RuralBrick_HLODLayer_Instanced.ResidentialImport_RuralBrick_HLODLayer_Instanced | 建筑房屋 | HLODLayer | -
/Game/hourse/ResidentialImport_RuralBrick_HLODLayer_Merged.ResidentialImport_RuralBrick_HLODLayer_Merged | 建筑房屋 | HLODLayer | -

# 5. 停机坪 (heliport) - 共 47 个

/Game/heliport/heliport_helipad_air_base_helicopter/StaticMeshes/Object_0.Object_0 | 停机坪 | 372793.7 x 0.0 x 372793.7 | Z+186397(原点居中)
/Game/heliport/heliport_helipad_air_base_helicopter/StaticMeshes/Object_1.Object_1 | 停机坪 | 48723.5 x 17929.2 x 48912.2 | 原点在顶需下移
/Game/heliport/heliport_helipad_air_base_helicopter/StaticMeshes/Object_2.Object_2 | 停机坪 | 141244.1 x 2931.2 x 140669.3 | Z+70531(原点居中)
/Game/heliport/heliport_helipad_air_base_helicopter/StaticMeshes/Object_3.Object_3 | 停机坪 | 147471.9 x 16296.1 x 145519.9 | Z+73736(原点居中)
/Game/heliport/heliport_helipad_air_base_helicopter/StaticMeshes/Object_4.Object_4 | 停机坪 | 49056.3 x 18549.2 x 49467.1 | 原点在顶需下移
/Game/heliport/heliport_helipad_air_base_helicopter/StaticMeshes/Object_5.Object_5 | 停机坪 | 144089.3 x 7882.9 x 131808.8 | Z+72070(原点居中)
/Game/heliport/heliport_helipad_air_base_helicopter/StaticMeshes/Object_6.Object_6 | 停机坪 | 162389.5 x 10382.4 x 161246.5 | Z+81813(原点居中)
/Game/heliport/heliport_helipad_air_base_helicopter/StaticMeshes/Object_7.Object_7 | 停机坪 | 141519.6 x 362.8 x 140942.3 | Z+70735(原点居中)
